District_Name,Season,Area,Production,Crop
KANNAUJ,Kharif     ,34990,62282,Maize
KANNAUJ,Rabi       ,19,46,Maize
KANNAUJ,Summer     ,16444,29237,Maize
KANPUR DEHAT,Kharif     ,11363,18238,Maize
KANPUR DEHAT,Rabi       ,34,81,Maize
KANPUR DEHAT,Summer     ,180,320,Maize
KANPUR NAGAR,Kharif     ,17941,21206,Maize
KANPUR NAGAR,Rabi       ,362,866,Maize
KANPUR NAGAR,Summer     ,2492,4431,Maize
KASGANJ,Kharif     ,29316,98912,Maize
KASGANJ,Summer     ,6006,10679,Maize
KAUSHAMBI,Kharif     ,77,137,Maize
KAUSHAMBI,Rabi       ,458,1096,Maize
KAUSHAMBI,Summer     ,94,167,Maize
KHERI,Kharif     ,6113,7770,Maize
KHERI,Rabi       ,150,359,Maize
KHERI,Summer     ,1695,3014,Maize
KUSHI NAGAR,Kharif     ,2551,6204,Maize
KUSHI NAGAR,Rabi       ,1278,4608,Maize
KUSHI NAGAR,Summer     ,1450,2578,Maize
LALITPUR,Kharif     ,20987,20903,Maize
LALITPUR,Rabi       ,1,2,Maize
LUCKNOW,Kharif     ,1431,1069,Maize
LUCKNOW,Rabi       ,21,50,Maize
LUCKNOW,Summer     ,129,229,Maize
MAHARAJGANJ,Kharif     ,79,161,Maize
MAHARAJGANJ,Rabi       ,8,29,Maize
MAHARAJGANJ,Summer     ,380,676,Maize
MAHOBA,Kharif     ,18,32,Maize
MAINPURI,Kharif     ,49703,128134,Maize
MAINPURI,Summer     ,1024,1821,Maize
MATHURA,Kharif     ,197,512,Maize
MATHURA,Summer     ,56,100,Maize
MAU,Kharif     ,316,493,Maize
MAU,Rabi       ,8,12,Maize
MAU,Summer     ,199,354,Maize
MEERUT,Kharif     ,167,393,Maize
MEERUT,Rabi       ,16,38,Maize
MEERUT,Summer     ,67,119,Maize
MIRZAPUR,Kharif     ,1343,1530,Maize
MIRZAPUR,Rabi       ,11,26,Maize
MORADABAD,Kharif     ,173,327,Maize
MORADABAD,Rabi       ,4,9,Maize
MORADABAD,Summer     ,49,87,Maize
MUZAFFARNAGAR,Kharif     ,31,44,Maize
MUZAFFARNAGAR,Summer     ,4,7,Maize
PILIBHIT,Kharif     ,476,935,Maize
PILIBHIT,Summer     ,108,192,Maize
PRATAPGARH,Kharif     ,572,1017,Maize
PRATAPGARH,Summer     ,35,62,Maize
RAE BARELI,Kharif     ,21,30,Maize
RAE BARELI,Rabi       ,139,333,Maize
RAMPUR,Kharif     ,45,85,Maize
RAMPUR,Rabi       ,2,5,Maize
RAMPUR,Summer     ,42,75,Maize
SAHARANPUR,Kharif     ,7497,10608,Maize
SAMBHAL,Kharif     ,4160,8836,Maize
SAMBHAL,Rabi       ,222,531,Maize
SAMBHAL,Summer     ,1728,3072,Maize
SANT KABEER NAGAR,Kharif     ,1425,2534,Maize
SANT KABEER NAGAR,Summer     ,22,39,Maize
SANT RAVIDAS NAGAR,Kharif     ,501,530,Maize
SANT RAVIDAS NAGAR,Rabi       ,6,15,Maize
SHAHJAHANPUR,Kharif     ,1807,1928,Maize
SHAHJAHANPUR,Rabi       ,10,24,Maize
SHAHJAHANPUR,Summer     ,165,293,Maize
SHAMLI,Kharif     ,67,95,Maize
SHRAVASTI,Kharif     ,10870,8381,Maize
SHRAVASTI,Rabi       ,2,5,Maize
SHRAVASTI,Summer     ,119,212,Maize
SIDDHARTH NAGAR,Kharif     ,644,1145,Maize
SIDDHARTH NAGAR,Rabi       ,13,31,Maize
SIDDHARTH NAGAR,Summer     ,6,11,Maize
SITAPUR,Kharif     ,8686,7470,Maize
SITAPUR,Rabi       ,71,170,Maize
SITAPUR,Summer     ,227,404,Maize
SONBHADRA,Kharif     ,15760,16548,Maize
SONBHADRA,Rabi       ,41,98,Maize
SULTANPUR,Kharif     ,4271,3105,Maize
SULTANPUR,Rabi       ,34,81,Maize
SULTANPUR,Summer     ,228,405,Maize
UNNAO,Kharif     ,23550,33182,Maize
UNNAO,Rabi       ,1,2,Maize
UNNAO,Summer     ,1018,1810,Maize
VARANASI,Kharif     ,2791,4446,Maize
VARANASI,Rabi       ,22,52,Maize
VARANASI,Summer     ,59,105,Maize
ALMORA,Kharif     ,1999,2303,Maize
BAGESHWAR,Kharif     ,279,279,Maize
CHAMOLI,Kharif     ,181,320,Maize
CHAMPAWAT,Kharif     ,563,563,Maize
CHAMPAWAT,Summer     ,4,10,Maize
DEHRADUN,Kharif     ,8367,20194,Maize
DEHRADUN,Summer     ,2,5,Maize
HARIDWAR,Kharif     ,483,681,Maize
HARIDWAR,Summer     ,7,10,Maize
NAINITAL,Kharif     ,3770,7655,Maize
PAURI GARHWAL,Kharif     ,2348,4118,Maize
PITHORAGARH,Kharif     ,3079,6370,Maize
RUDRA PRAYAG,Kharif     ,205,363,Maize
TEHRI GARHWAL,Kharif     ,2049,5172,Maize
UDAM SINGH NAGAR,Kharif     ,24,53,Maize
UDAM SINGH NAGAR,Summer     ,23,55,Maize
UTTAR KASHI,Kharif     ,410,1064,Maize
24 PARAGANAS NORTH,Autumn     ,54,342,Maize
24 PARAGANAS NORTH,Rabi       ,49,149,Maize
24 PARAGANAS NORTH,Summer     ,132,343,Maize
24 PARAGANAS SOUTH,Summer     ,251,552,Maize
BANKURA,Autumn     ,60,121,Maize
BANKURA,Rabi       ,78,225,Maize
BANKURA,Summer     ,148,474,Maize
BARDHAMAN,Rabi       ,286,647,Maize
BARDHAMAN,Summer     ,276,555,Maize
BIRBHUM,Autumn     ,267,540,Maize
BIRBHUM,Rabi       ,35,33,Maize
BIRBHUM,Summer     ,115,276,Maize
COOCHBEHAR,Autumn     ,2745,6982,Maize
COOCHBEHAR,Rabi       ,12750,82875,Maize
COOCHBEHAR,Summer     ,4394,26847,Maize
DARJEELING,Autumn     ,15563,36415,Maize
DARJEELING,Rabi       ,55,164,Maize
DARJEELING,Summer     ,1350,4523,Maize
DINAJPUR DAKSHIN,Summer     ,1858,7451,Maize
DINAJPUR UTTAR,Autumn     ,9061,23046,Maize
DINAJPUR UTTAR,Rabi       ,24800,151280,Maize
DINAJPUR UTTAR,Summer     ,25900,158767,Maize
HOOGHLY,Summer     ,225,455,Maize
HOWRAH,Summer     ,88,112,Maize
JALPAIGURI,Autumn     ,4363,9345,Maize
JALPAIGURI,Rabi       ,615,2731,Maize
JALPAIGURI,Summer     ,9252,25924,Maize
MALDAH,Autumn     ,4671,17399,Maize
MALDAH,Rabi       ,4927,12318,Maize
MALDAH,Summer     ,6615,7396,Maize
MEDINIPUR EAST,Summer     ,116,185,Maize
MEDINIPUR WEST,Autumn     ,19,38,Maize
MEDINIPUR WEST,Rabi       ,457,1097,Maize
MEDINIPUR WEST,Summer     ,1037,2344,Maize
MURSHIDABAD,Autumn     ,1699,10763,Maize
MURSHIDABAD,Rabi       ,4291,19786,Maize
MURSHIDABAD,Summer     ,1457,6782,Maize
NADIA,Autumn     ,596,3776,Maize
NADIA,Rabi       ,2750,6919,Maize
NADIA,Summer     ,1750,4531,Maize
PURULIA,Autumn     ,6317,13337,Maize
PURULIA,Summer     ,325,2039,Maize
ANANTAPUR,Kharif     ,2428,2994,Moong(Green Gram)
ANANTAPUR,Rabi       ,586,481,Moong(Green Gram)
CHITTOOR,Kharif     ,469,578,Moong(Green Gram)
CHITTOOR,Rabi       ,384,315,Moong(Green Gram)
EAST GODAVARI,Kharif     ,483,324,Moong(Green Gram)
EAST GODAVARI,Rabi       ,16204,5914,Moong(Green Gram)
GUNTUR,Kharif     ,177,52,Moong(Green Gram)
GUNTUR,Rabi       ,47589,61199,Moong(Green Gram)
KADAPA,Kharif     ,491,605,Moong(Green Gram)
KADAPA,Rabi       ,4935,4047,Moong(Green Gram)
KRISHNA,Kharif     ,2147,1576,Moong(Green Gram)
KRISHNA,Rabi       ,15572,12286,Moong(Green Gram)
KURNOOL,Kharif     ,1604,1978,Moong(Green Gram)
KURNOOL,Rabi       ,1862,1527,Moong(Green Gram)
PRAKASAM,Kharif     ,514,278,Moong(Green Gram)
PRAKASAM,Rabi       ,2274,1853,Moong(Green Gram)
SPSR NELLORE,Kharif     ,231,155,Moong(Green Gram)
SPSR NELLORE,Rabi       ,11526,9463,Moong(Green Gram)
SRIKAKULAM,Kharif     ,675,453,Moong(Green Gram)
SRIKAKULAM,Rabi       ,32712,17207,Moong(Green Gram)
VISAKHAPATANAM,Kharif     ,1008,676,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,3670,3009,Moong(Green Gram)
VIZIANAGARAM,Kharif     ,547,367,Moong(Green Gram)
VIZIANAGARAM,Rabi       ,14272,7850,Moong(Green Gram)
WEST GODAVARI,Kharif     ,634,425,Moong(Green Gram)
WEST GODAVARI,Rabi       ,8450,6143,Moong(Green Gram)
BAKSA,Rabi       ,127,76,Moong(Green Gram)
BARPETA,Rabi       ,385,256,Moong(Green Gram)
BONGAIGAON,Rabi       ,431,256,Moong(Green Gram)
CACHAR,Rabi       ,36,23,Moong(Green Gram)
CHIRANG,Rabi       ,127,76,Moong(Green Gram)
DARRANG,Rabi       ,397,249,Moong(Green Gram)
DHEMAJI,Rabi       ,581,391,Moong(Green Gram)
DHUBRI,Rabi       ,126,97,Moong(Green Gram)
DIBRUGARH,Rabi       ,91,58,Moong(Green Gram)
DIMA HASAO,Rabi       ,84,55,Moong(Green Gram)
GOALPARA,Rabi       ,304,158,Moong(Green Gram)
GOLAGHAT,Rabi       ,209,109,Moong(Green Gram)
HAILAKANDI,Rabi       ,300,251,Moong(Green Gram)
JORHAT,Rabi       ,1320,887,Moong(Green Gram)
KAMRUP,Rabi       ,262,147,Moong(Green Gram)
KAMRUP METRO,Rabi       ,76,40,Moong(Green Gram)
KARBI ANGLONG,Rabi       ,1127,1006,Moong(Green Gram)
KARIMGANJ,Rabi       ,20,11,Moong(Green Gram)
KOKRAJHAR,Rabi       ,466,326,Moong(Green Gram)
LAKHIMPUR,Rabi       ,510,510,Moong(Green Gram)
MARIGAON,Rabi       ,514,193,Moong(Green Gram)
NAGAON,Rabi       ,903,524,Moong(Green Gram)
NALBARI,Rabi       ,345,203,Moong(Green Gram)
SIVASAGAR,Rabi       ,87,44,Moong(Green Gram)
SONITPUR,Rabi       ,2022,1539,Moong(Green Gram)
TINSUKIA,Rabi       ,213,111,Moong(Green Gram)
UDALGURI,Rabi       ,222,161,Moong(Green Gram)
ARARIA,Kharif     ,3817,4443,Moong(Green Gram)
ARARIA,Summer     ,4684,2468,Moong(Green Gram)
ARWAL,Kharif     ,51,46,Moong(Green Gram)
ARWAL,Summer     ,80,46,Moong(Green Gram)
AURANGABAD,Summer     ,3,2,Moong(Green Gram)
BANKA,Kharif     ,350,132,Moong(Green Gram)
BANKA,Summer     ,909,526,Moong(Green Gram)
BEGUSARAI,Kharif     ,147,106,Moong(Green Gram)
BEGUSARAI,Summer     ,561,325,Moong(Green Gram)
BHAGALPUR,Kharif     ,1182,427,Moong(Green Gram)
BHAGALPUR,Summer     ,467,270,Moong(Green Gram)
BHOJPUR,Kharif     ,112,84,Moong(Green Gram)
BHOJPUR,Summer     ,64,37,Moong(Green Gram)
BUXAR,Summer     ,29,17,Moong(Green Gram)
DARBHANGA,Kharif     ,812,503,Moong(Green Gram)
DARBHANGA,Summer     ,8450,10901,Moong(Green Gram)
GAYA,Kharif     ,1270,960,Moong(Green Gram)
GAYA,Summer     ,1975,1144,Moong(Green Gram)
GOPALGANJ,Kharif     ,2,2,Moong(Green Gram)
GOPALGANJ,Summer     ,1063,1101,Moong(Green Gram)
JAMUI,Kharif     ,61,55,Moong(Green Gram)
JAMUI,Summer     ,634,367,Moong(Green Gram)
JEHANABAD,Kharif     ,15,13,Moong(Green Gram)
JEHANABAD,Summer     ,121,70,Moong(Green Gram)
KAIMUR (BHABUA),Kharif     ,8,7,Moong(Green Gram)
KAIMUR (BHABUA),Summer     ,115,67,Moong(Green Gram)
KATIHAR,Kharif     ,364,290,Moong(Green Gram)
KATIHAR,Summer     ,3512,4060,Moong(Green Gram)
KHAGARIA,Kharif     ,262,190,Moong(Green Gram)
KHAGARIA,Summer     ,1417,820,Moong(Green Gram)
KISHANGANJ,Kharif     ,722,801,Moong(Green Gram)
KISHANGANJ,Summer     ,6128,6943,Moong(Green Gram)
LAKHISARAI,Kharif     ,21,19,Moong(Green Gram)
MADHEPURA,Kharif     ,145,74,Moong(Green Gram)
MADHEPURA,Summer     ,18064,7388,Moong(Green Gram)
MADHUBANI,Kharif     ,102,67,Moong(Green Gram)
MADHUBANI,Summer     ,5289,3300,Moong(Green Gram)
MUNGER,Kharif     ,92,83,Moong(Green Gram)
MUNGER,Summer     ,108,63,Moong(Green Gram)
MUZAFFARPUR,Summer     ,24487,12635,Moong(Green Gram)
NALANDA,Kharif     ,167,148,Moong(Green Gram)
NALANDA,Summer     ,630,365,Moong(Green Gram)
NAWADA,Kharif     ,294,243,Moong(Green Gram)
NAWADA,Summer     ,1689,978,Moong(Green Gram)
PASHCHIM CHAMPARAN,Kharif     ,8,4,Moong(Green Gram)
PASHCHIM CHAMPARAN,Summer     ,832,431,Moong(Green Gram)
PATNA,Summer     ,208,120,Moong(Green Gram)
PURBI CHAMPARAN,Kharif     ,172,85,Moong(Green Gram)
PURBI CHAMPARAN,Summer     ,1039,538,Moong(Green Gram)
PURNIA,Kharif     ,379,157,Moong(Green Gram)
PURNIA,Summer     ,4424,2769,Moong(Green Gram)
ROHTAS,Kharif     ,6,5,Moong(Green Gram)
ROHTAS,Summer     ,199,115,Moong(Green Gram)
SAHARSA,Kharif     ,21,9,Moong(Green Gram)
SAHARSA,Summer     ,19277,4954,Moong(Green Gram)
SAMASTIPUR,Kharif     ,294,203,Moong(Green Gram)
SAMASTIPUR,Summer     ,11023,5952,Moong(Green Gram)
SARAN,Kharif     ,3,2,Moong(Green Gram)
SARAN,Summer     ,2027,2143,Moong(Green Gram)
SHEIKHPURA,Summer     ,8,5,Moong(Green Gram)
SHEOHAR,Kharif     ,81,40,Moong(Green Gram)
SHEOHAR,Summer     ,928,481,Moong(Green Gram)
SITAMARHI,Summer     ,3422,1814,Moong(Green Gram)
SIWAN,Kharif     ,16,10,Moong(Green Gram)
SIWAN,Summer     ,928,670,Moong(Green Gram)
SUPAUL,Kharif     ,28,17,Moong(Green Gram)
SUPAUL,Summer     ,24108,12801,Moong(Green Gram)
VAISHALI,Kharif     ,12,7,Moong(Green Gram)
VAISHALI,Summer     ,7797,4039,Moong(Green Gram)
BALOD,Kharif     ,34,8,Moong(Green Gram)
BALOD,Rabi       ,149,43,Moong(Green Gram)
BALODA BAZAR,Kharif     ,128,34,Moong(Green Gram)
BALODA BAZAR,Rabi       ,15,3,Moong(Green Gram)
BALRAMPUR,Kharif     ,41,7,Moong(Green Gram)
BALRAMPUR,Rabi       ,5,1,Moong(Green Gram)
BASTAR,Kharif     ,42,16,Moong(Green Gram)
BEMETARA,Kharif     ,20,6,Moong(Green Gram)
BEMETARA,Rabi       ,18,4,Moong(Green Gram)
BIJAPUR,Kharif     ,357,116,Moong(Green Gram)
BIJAPUR,Rabi       ,226,74,Moong(Green Gram)
BILASPUR,Kharif     ,69,18,Moong(Green Gram)
BILASPUR,Rabi       ,12,3,Moong(Green Gram)
DANTEWADA,Kharif     ,262,108,Moong(Green Gram)
DANTEWADA,Rabi       ,36,12,Moong(Green Gram)
DHAMTARI,Kharif     ,218,55,Moong(Green Gram)
DHAMTARI,Rabi       ,151,39,Moong(Green Gram)
DURG,Kharif     ,32,9,Moong(Green Gram)
DURG,Rabi       ,29,8,Moong(Green Gram)
GARIYABAND,Kharif     ,253,49,Moong(Green Gram)
GARIYABAND,Rabi       ,4118,645,Moong(Green Gram)
JANJGIR-CHAMPA,Kharif     ,225,54,Moong(Green Gram)
JANJGIR-CHAMPA,Rabi       ,96,23,Moong(Green Gram)
JASHPUR,Kharif     ,38,11,Moong(Green Gram)
KABIRDHAM,Kharif     ,47,12,Moong(Green Gram)
KABIRDHAM,Rabi       ,10,2,Moong(Green Gram)
KANKER,Kharif     ,865,242,Moong(Green Gram)
KANKER,Rabi       ,49,13,Moong(Green Gram)
KONDAGAON,Kharif     ,299,109,Moong(Green Gram)
KONDAGAON,Rabi       ,1,155411,Moong(Green Gram)
KORBA,Kharif     ,85,21,Moong(Green Gram)
KORBA,Rabi       ,4,1,Moong(Green Gram)
KOREA,Kharif     ,27,5,Moong(Green Gram)
KOREA,Rabi       ,2,155411,Moong(Green Gram)
MAHASAMUND,Kharif     ,2776,682,Moong(Green Gram)
MAHASAMUND,Rabi       ,342,64,Moong(Green Gram)
MUNGELI,Kharif     ,17,4,Moong(Green Gram)
MUNGELI,Rabi       ,2,1,Moong(Green Gram)
NARAYANPUR,Kharif     ,7,2,Moong(Green Gram)
RAIGARH,Kharif     ,1723,540,Moong(Green Gram)
RAIGARH,Rabi       ,1702,533,Moong(Green Gram)
RAIPUR,Kharif     ,134,36,Moong(Green Gram)
RAIPUR,Rabi       ,125,28,Moong(Green Gram)
RAJNANDGAON,Kharif     ,255,61,Moong(Green Gram)
RAJNANDGAON,Rabi       ,293,61,Moong(Green Gram)
SUKMA,Kharif     ,782,316,Moong(Green Gram)
SUKMA,Rabi       ,223,61,Moong(Green Gram)
SURAJPUR,Kharif     ,57,11,Moong(Green Gram)
SURAJPUR,Rabi       ,14,2,Moong(Green Gram)
SURGUJA,Kharif     ,10,2,Moong(Green Gram)
ANANTNAG,Kharif     ,51,6.2,Moong(Green Gram)
BADGAM,Kharif     ,945,8.6,Moong(Green Gram)
BARAMULLA,Kharif     ,432,153.8,Moong(Green Gram)
GANDERBAL,Kharif     ,13,7.6,Moong(Green Gram)
JAMMU,Kharif     ,42,21.6,Moong(Green Gram)
KULGAM,Kharif     ,77,39.7,Moong(Green Gram)
PULWAMA,Kharif     ,23,46,Moong(Green Gram)
BAGALKOT,Kharif     ,22974,4081,Moong(Green Gram)
BANGALORE RURAL,Kharif     ,7,1,Moong(Green Gram)
BELGAUM,Kharif     ,25848,4616,Moong(Green Gram)
BELGAUM,Rabi       ,65,21,Moong(Green Gram)
BELLARY,Kharif     ,76,12,Moong(Green Gram)
BELLARY,Rabi       ,2,1,Moong(Green Gram)
BENGALURU URBAN,Kharif     ,13,3,Moong(Green Gram)
BIDAR,Kharif     ,29743,5990,Moong(Green Gram)
BIJAPUR,Kharif     ,5197,523,Moong(Green Gram)
CHAMARAJANAGAR,Kharif     ,3266,990,Moong(Green Gram)
CHIKMAGALUR,Kharif     ,3396,616,Moong(Green Gram)
CHIKMAGALUR,Rabi       ,10,3,Moong(Green Gram)
CHITRADURGA,Kharif     ,4506,860,Moong(Green Gram)
DAKSHIN KANNAD,Rabi       ,573,188,Moong(Green Gram)
DAVANGERE,Kharif     ,246,73,Moong(Green Gram)
DAVANGERE,Rabi       ,100,33,Moong(Green Gram)
DHARWAD,Kharif     ,28788,5306,Moong(Green Gram)
DHARWAD,Rabi       ,2029,684,Moong(Green Gram)
GADAG,Kharif     ,57368,10246,Moong(Green Gram)
GULBARGA,Kharif     ,20292,6362,Moong(Green Gram)
HASSAN,Kharif     ,10403,1828,Moong(Green Gram)
HASSAN,Rabi       ,36,12,Moong(Green Gram)
HAVERI,Kharif     ,921,166,Moong(Green Gram)
HAVERI,Rabi       ,1779,642,Moong(Green Gram)
KOPPAL,Kharif     ,16571,2204,Moong(Green Gram)
MANDYA,Kharif     ,188,37,Moong(Green Gram)
MANDYA,Rabi       ,23,8,Moong(Green Gram)
MYSORE,Kharif     ,7912,2247,Moong(Green Gram)
MYSORE,Rabi       ,77,25,Moong(Green Gram)
RAICHUR,Kharif     ,266,10,Moong(Green Gram)
RAMANAGARA,Kharif     ,6,1,Moong(Green Gram)
SHIMOGA,Kharif     ,5,1,Moong(Green Gram)
SHIMOGA,Rabi       ,919,277,Moong(Green Gram)
TUMKUR,Kharif     ,8624,729,Moong(Green Gram)
UDUPI,Rabi       ,35,12,Moong(Green Gram)
UTTAR KANNAD,Rabi       ,582,143,Moong(Green Gram)
YADGIR,Kharif     ,10550,3598,Moong(Green Gram)
ALAPPUZHA,Whole Year ,48,155411,Moong(Green Gram)
ERNAKULAM,Whole Year ,1,155411,Moong(Green Gram)
KANNUR,Whole Year ,65,155411,Moong(Green Gram)
KASARAGOD,Whole Year ,10,155411,Moong(Green Gram)
KOLLAM,Whole Year ,4,155411,Moong(Green Gram)
KOZHIKODE,Whole Year ,1,155411,Moong(Green Gram)
PALAKKAD,Whole Year ,8,155411,Moong(Green Gram)
THIRUVANANTHAPURAM,Whole Year ,26,155411,Moong(Green Gram)
AHMEDNAGAR,Kharif     ,5600,3200,Moong(Green Gram)
AKOLA,Kharif     ,21000,3200,Moong(Green Gram)
AMRAVATI,Kharif     ,24800,3200,Moong(Green Gram)
AURANGABAD,Kharif     ,3700,800,Moong(Green Gram)
BEED,Kharif     ,5000,1200,Moong(Green Gram)
BHANDARA,Kharif     ,100,155411,Moong(Green Gram)
BULDHANA,Kharif     ,12300,4000,Moong(Green Gram)
CHANDRAPUR,Kharif     ,600,200,Moong(Green Gram)
DHULE,Kharif     ,18400,6500,Moong(Green Gram)
GONDIA,Kharif     ,600,200,Moong(Green Gram)
HINGOLI,Kharif     ,16900,2100,Moong(Green Gram)
JALGAON,Kharif     ,29100,14500,Moong(Green Gram)
JALNA,Kharif     ,45000,7200,Moong(Green Gram)
KOLHAPUR,Kharif     ,1100,500,Moong(Green Gram)
LATUR,Kharif     ,13200,4800,Moong(Green Gram)
NAGPUR,Kharif     ,1300,500,Moong(Green Gram)
NANDED,Kharif     ,23600,3900,Moong(Green Gram)
NANDURBAR,Kharif     ,4900,2100,Moong(Green Gram)
NASHIK,Kharif     ,6500,4500,Moong(Green Gram)
OSMANABAD,Kharif     ,15600,3400,Moong(Green Gram)
PALGHAR,Kharif     ,100,155411,Moong(Green Gram)
PARBHANI,Kharif     ,34600,6400,Moong(Green Gram)
PUNE,Kharif     ,2100,1400,Moong(Green Gram)
RAIGAD,Kharif     ,100,155411,Moong(Green Gram)
RATNAGIRI,Kharif     ,100,155411,Moong(Green Gram)
SANGLI,Kharif     ,7500,3500,Moong(Green Gram)
SATARA,Kharif     ,3900,1600,Moong(Green Gram)
SINDHUDURG,Kharif     ,100,155411,Moong(Green Gram)
SOLAPUR,Kharif     ,1200,800,Moong(Green Gram)
THANE,Kharif     ,100,155411,Moong(Green Gram)
WARDHA,Kharif     ,100,155411,Moong(Green Gram)
WASHIM,Kharif     ,7700,2700,Moong(Green Gram)
YAVATMAL,Kharif     ,8300,1300,Moong(Green Gram)
DIMAPUR,Kharif     ,130,130,Moong(Green Gram)
KOHIMA,Kharif     ,20,20,Moong(Green Gram)
MOKOKCHUNG,Kharif     ,40,40,Moong(Green Gram)
MON,Kharif     ,30,30,Moong(Green Gram)
PEREN,Kharif     ,30,30,Moong(Green Gram)
PHEK,Kharif     ,20,20,Moong(Green Gram)
TUENSANG,Kharif     ,10,10,Moong(Green Gram)
WOKHA,Kharif     ,50,50,Moong(Green Gram)
ZUNHEBOTO,Kharif     ,20,20,Moong(Green Gram)
ANUGUL,Autumn     ,1276,310.1,Moong(Green Gram)
ANUGUL,Summer     ,376,125.2,Moong(Green Gram)
ANUGUL,Winter     ,862,257.7,Moong(Green Gram)
BALANGIR,Autumn     ,5078,1574.2,Moong(Green Gram)
BALANGIR,Summer     ,1592,698.9,Moong(Green Gram)
BALANGIR,Winter     ,4699,1546,Moong(Green Gram)
BALESHWAR,Summer     ,2306,924.7,Moong(Green Gram)
BARGARH,Autumn     ,14264,2710.2,Moong(Green Gram)
BARGARH,Summer     ,1432,537,Moong(Green Gram)
BARGARH,Winter     ,38,11.1,Moong(Green Gram)
BHADRAK,Summer     ,4045,2071,Moong(Green Gram)
BOUDH,Autumn     ,370,69.2,Moong(Green Gram)
BOUDH,Summer     ,438,89.4,Moong(Green Gram)
BOUDH,Winter     ,1113,214.8,Moong(Green Gram)
CUTTACK,Summer     ,27112,12146.2,Moong(Green Gram)
DEOGARH,Summer     ,382,151.3,Moong(Green Gram)
DEOGARH,Winter     ,52,13.5,Moong(Green Gram)
DHENKANAL,Autumn     ,28,8.3,Moong(Green Gram)
DHENKANAL,Summer     ,2252,1056.2,Moong(Green Gram)
DHENKANAL,Winter     ,592,213.1,Moong(Green Gram)
GAJAPATI,Winter     ,2477,557.3,Moong(Green Gram)
GANJAM,Summer     ,5,1.4,Moong(Green Gram)
GANJAM,Winter     ,45049,10766.7,Moong(Green Gram)
JAGATSINGHAPUR,Summer     ,38304,17313.4,Moong(Green Gram)
JAJAPUR,Summer     ,12248,3258,Moong(Green Gram)
JHARSUGUDA,Summer     ,109,37.5,Moong(Green Gram)
KALAHANDI,Summer     ,6456,2343.5,Moong(Green Gram)
KALAHANDI,Winter     ,6839,2660.4,Moong(Green Gram)
KANDHAMAL,Winter     ,92,16.3,Moong(Green Gram)
KENDRAPARA,Summer     ,22711,9902,Moong(Green Gram)
KENDUJHAR,Summer     ,194,62.3,Moong(Green Gram)
KENDUJHAR,Winter     ,106,33.1,Moong(Green Gram)
KHORDHA,Summer     ,17889,4078.7,Moong(Green Gram)
KHORDHA,Winter     ,50,19.2,Moong(Green Gram)
KORAPUT,Summer     ,87,50.3,Moong(Green Gram)
KORAPUT,Winter     ,1,0.4,Moong(Green Gram)
MALKANGIRI,Summer     ,12,1.8,Moong(Green Gram)
MALKANGIRI,Winter     ,104,25.2,Moong(Green Gram)
MAYURBHANJ,Summer     ,718,349.7,Moong(Green Gram)
MAYURBHANJ,Winter     ,98,53,Moong(Green Gram)
NABARANGPUR,Summer     ,335,143.7,Moong(Green Gram)
NAYAGARH,Winter     ,33033,12552.5,Moong(Green Gram)
NUAPADA,Autumn     ,681,91.9,Moong(Green Gram)
NUAPADA,Summer     ,2120,648.7,Moong(Green Gram)
NUAPADA,Winter     ,772,262.5,Moong(Green Gram)
PURI,Summer     ,33971,14064,Moong(Green Gram)
RAYAGADA,Summer     ,19,11.6,Moong(Green Gram)
RAYAGADA,Winter     ,109,38.6,Moong(Green Gram)
SAMBALPUR,Autumn     ,71,26.7,Moong(Green Gram)
SAMBALPUR,Summer     ,45,18.5,Moong(Green Gram)
SAMBALPUR,Winter     ,12,4.5,Moong(Green Gram)
SONEPUR,Autumn     ,217,108.1,Moong(Green Gram)
SONEPUR,Summer     ,400,168.8,Moong(Green Gram)
SONEPUR,Winter     ,1687,595.5,Moong(Green Gram)
SUNDARGARH,Autumn     ,24,6.4,Moong(Green Gram)
SUNDARGARH,Summer     ,34,16.5,Moong(Green Gram)
SUNDARGARH,Winter     ,13,4.5,Moong(Green Gram)
KARAIKAL,Summer     ,860,287,Moong(Green Gram)
PONDICHERRY,Summer     ,107,66,Moong(Green Gram)
YANAM,Rabi       ,56,42,Moong(Green Gram)
YANAM,Summer     ,56,42,Moong(Green Gram)
AMRITSAR,Kharif     ,3000,3000,Moong(Green Gram)
BARNALA,Kharif     ,3000,3000,Moong(Green Gram)
BATHINDA,Kharif     ,3000,3000,Moong(Green Gram)
FARIDKOT,Kharif     ,1000,1000,Moong(Green Gram)
FAZILKA,Kharif     ,1000,1000,Moong(Green Gram)
FIROZEPUR,Kharif     ,3000,2000,Moong(Green Gram)
LUDHIANA,Kharif     ,5000,4000,Moong(Green Gram)
MOGA,Kharif     ,2000,2000,Moong(Green Gram)
MUKTSAR,Kharif     ,1000,1000,Moong(Green Gram)
SANGRUR,Kharif     ,3000,3000,Moong(Green Gram)
TARN TARAN,Kharif     ,12000,8000,Moong(Green Gram)
ADILABAD,Kharif     ,5973,3440,Moong(Green Gram)
ADILABAD,Rabi       ,2351,1521,Moong(Green Gram)
KARIMNAGAR,Kharif     ,3044,1129,Moong(Green Gram)
KARIMNAGAR,Rabi       ,4308,2537,Moong(Green Gram)
